Domain,Registrar,Creation_Date,Update_Date,SSL_Issuer,SSL_TTL,A_Record,NumOfIPs,TXTRecord,SPF,MX,DKIM,DMARC,AS,HTTP_Status,Server,Content,Entropy,Vowel_Ratio,Consonant_Ratio,Numerical_Ratio,Special_Char_Ratio,Vowel_Sequence,Consonant_Sequence,Numerical_Sequence,Special_Char_Sequence,Is_Unicode,Levenshtein_Distance,Location,Class
sopsr.sk,Štátna ochrana prírody Slovenskej republiky,4,4,GEANT Vereniging,158,194.160.125.136,1,1,1,1,0,0,2607,200,Apache/2.4.52 (Ubuntu),text/html; charset=UTF-8,2.41,0.12,0.75,0.0,0.0,1,3,0,0,False,1,Slovakia,0
engelbert-strauss.sk,iS-Fun Internet Services GmbH,4,3,Let's Encrypt,45,88.205.125.117,1,1,1,1,0,1,12676,200,None,text/html; charset=utf-8,3.48,0.25,0.65,0.0,0.05,2,3,0,1,False,1,Germany,0
goldenroyal.sk,"Webglobe, a.s.",4,3,Let's Encrypt,84,195.181.250.140,1,1,1,1,0,1,48689,200,nginx,text/html; charset=UTF-8,3.52,0.36,0.57,0.0,0.0,3,2,0,0,False,8,Slovakia,0
hotelmajolika.sk,SOLTEC s.r.o.,4,3,None,86,46.229.224.105,1,1,1,1,0,1,29405,200,Apache/2.4.6 (CentOS) OpenSSL/1.0.2k-fips mod_fcgid/2.3.9 PHP/5.6.40,text/html; charset=UTF-8,3.5,0.38,0.56,0.0,0.0,1,2,0,0,False,4,Slovakia,0
hotelartin.sk,"WebHouse, s.r.o.",4,3,Let's Encrypt,63,37.9.175.155,1,1,1,1,0,1,51013,200,openresty,text/html; charset=UTF-8,3.55,0.31,0.62,0.0,0.0,1,2,0,0,False,4,Slovakia,0
hotelavalanche.sk,Websupport s.r.o.,4,3,Let's Encrypt,80,185.59.211.127,1,1,1,1,0,0,43541,200,nginx,text/html; charset=UTF-8,3.45,0.35,0.59,0.0,0.0,1,3,0,0,False,1,Czechia,0
giraltovce.sk,"WEBY GROUP, s.r.o.",4,4,Let's Encrypt,65,82.119.224.201,1,1,1,1,0,1,5578,200,Apache,text/html; charset=utf-8,3.7,0.31,0.62,0.0,0.0,1,2,0,0,False,7,Slovakia,0
imhd.sk,Compeko CS s. r. o.,4,4,Sectigo Limited,179,37.9.171.63,1,1,1,1,0,0,51013,200,nginx/1.15.5,text/html; charset=UTF-8,2.81,0.14,0.71,0.0,0.0,1,3,0,0,False,1,Slovakia,0
hotelflora.sk,"WebHouse, s.r.o.",4,3,Let's Encrypt,43,46.229.230.41,1,1,1,1,0,1,29405,200,Apache,text/html; charset=utf-8,3.39,0.31,0.62,0.0,0.0,1,3,0,0,False,1,Slovakia,0
hotelcomfort.sk,"Webglobe, a.s.",4,1,Let's Encrypt,13,212.57.32.36,1,1,1,1,1,1,48689,200,nginx,text/html,3.46,0.27,0.67,0.0,0.0,1,2,0,0,False,1,Slovakia,0
rohacespalena.sk,Websupport s.r.o.,4,2,Let's Encrypt,48,37.9.175.155,1,1,1,1,0,1,51013,200,openresty,text/html; charset=UTF-8,3.45,0.38,0.56,0.0,0.0,1,2,0,0,False,1,Slovakia,0
kamnahory.sk,"Webglobe, a.s.",4,2,None,52,195.181.248.20,1,1,1,1,1,1,48689,0,None,None,3.25,0.33,0.58,0.0,0.0,1,2,0,0,False,1,Slovakia,0
umb.sk,Univerzita Mateja Bela v Banskej Bystrici,4,3,GEANT Vereniging,233,104.22.72.179,3,1,1,1,0,1,13335,200,cloudflare,text/html; charset=UTF-8,2.58,0.17,0.67,0.0,0.0,1,2,0,0,False,1,Canada,0
datart.sk,"ACTIVE 24, s.r.o.",4,3,Alpiro s.r.o.,5,185.115.1.178,1,1,1,1,1,1,43541,200,nginx,text/html;charset=utf-8,2.73,0.22,0.67,0.0,0.0,1,2,0,0,False,1,Czechia,0
roznava.sk,Websupport s.r.o.,4,3,Sectigo Limited,38,46.28.107.132,1,1,1,1,0,1,197019,0,None,None,3.12,0.3,0.6,0.0,0.0,1,2,0,0,False,4,Czechia,0
bratislava-rusovce.sk,Marián Butowski,4,3,Let's Encrypt,29,46.229.239.231,1,1,1,1,0,0,29405,200,nginx,text/html; charset=UTF-8,3.75,0.33,0.57,0.0,0.05,1,2,0,1,False,13,Slovakia,0
avpro.sk,"Webglobe, a.s.",4,3,Let's Encrypt,61,217.67.30.34,1,1,1,1,1,1,5578,200,nginx,text/html; charset=UTF-8,3.0,0.25,0.62,0.0,0.0,1,3,0,0,False,1,Slovakia,0
topreality.sk,Ringier Slovakia Media s.r.o.,4,2,Let's Encrypt,50,91.235.52.70,1,1,1,1,0,1,57788,200,None,text/html; charset=UTF-8,3.55,0.38,0.54,0.0,0.0,2,2,0,0,False,1,Slovakia,0
skicentrumkalnica.sk,Websupport s.r.o.,4,3,Let's Encrypt,39,37.9.175.131,1,1,1,1,0,0,51013,200,openresty,text/html; charset=Windows-1250,3.58,0.3,0.65,0.0,0.0,1,3,0,0,False,1,Slovakia,0
vranov.sk,"K3 GROUP, s. r. o.",4,3,Let's Encrypt,63,37.9.175.157,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,2.95,0.22,0.67,0.0,0.0,1,2,0,0,False,4,Slovakia,0
benefitplus.sk,"ACTIVE 24, s.r.o.",4,3,Google Trust Services,48,35.244.182.33,1,1,1,1,0,1,396982,200,None,text/html; charset=utf-8,3.52,0.29,0.64,0.0,0.0,1,3,0,0,False,1,United States,0
kupelediamant.sk,Websupport s.r.o.,4,2,Let's Encrypt,78,66.241.124.219,1,1,1,1,0,0,40509,200,Fly/4bc60c951 (2025-03-17),text/html; charset=utf-8,3.62,0.38,0.56,0.0,0.0,2,2,0,0,False,1,United States,0
autoskolatymczak.sk,"Webglobe, a.s.",4,3,Let's Encrypt,47,195.181.248.21,1,1,1,1,1,1,48689,200,nginx,text/html; charset=UTF-8,3.43,0.37,0.58,0.0,0.0,2,3,0,0,False,1,Slovakia,0
galeriakosice.sk,"ELBIA, s. r. o.",4,3,Let's Encrypt,62,87.118.88.120,1,1,1,1,0,1,31103,200,nginx,text/html; charset=UTF-8,3.38,0.44,0.5,0.0,0.0,2,2,0,0,False,1,Germany,0
tkl.sk,"KÚPELE LUČIVNÁ, a.s.",4,2,Let's Encrypt,76,37.9.175.132,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,2.25,0.0,0.83,0.0,0.0,0,3,0,0,False,1,Slovakia,0
trnava.sk,Václav Paul - JEREMY,4,3,"DigiCert, Inc.",310,62.168.68.108,1,1,1,1,1,1,5578,200,Apache,text/html; charset=utf-8,2.95,0.22,0.67,0.0,0.0,1,3,0,0,False,4,Slovakia,0
hnonline.sk,Websupport s.r.o.,4,2,Google Trust Services,85,104.21.55.77,2,1,1,1,0,0,13335,200,cloudflare,text/html; charset=UTF-8,3.03,0.27,0.64,0.0,0.0,1,2,0,0,False,1,Canada,0
grand-hotel.sk,"Webglobe, a.s.",4,3,Let's Encrypt,73,217.67.30.91,1,1,1,1,1,1,5578,200,nginx,text/html; charset=utf-8,3.81,0.21,0.64,0.0,0.07,1,2,0,1,False,4,Slovakia,0
foxconnslovakia.sk,"Webglobe, a.s.",4,3,Let's Encrypt,63,212.57.32.72,1,1,1,1,1,1,48689,200,nginx,text/html; charset=UTF-8,3.46,0.33,0.61,0.0,0.0,2,4,0,0,False,1,Slovakia,0
vajnory.sk,"ELBIA, s. r. o.",4,3,DigiCert Inc,93,109.74.146.36,1,1,1,1,0,1,29405,200,Apache/2.4.62 (Debian),text/html; charset=UTF-8,3.32,0.3,0.6,0.0,0.0,1,2,0,0,False,5,Slovakia,0
fontech.sk,"Webglobe, a.s.",4,2,Google Trust Services,35,172.67.200.5,2,1,1,1,0,1,13335,200,cloudflare,text/html; charset=UTF-8,3.32,0.2,0.7,0.0,0.0,1,2,0,0,False,1,Canada,0
staralubovna.sk,"Netix Solutions, s. r. o.",4,3,Let's Encrypt,44,46.28.105.86,1,1,1,1,0,1,197019,200,Apache,text/html; charset=utf-8,3.46,0.33,0.6,0.0,0.0,1,2,0,0,False,8,Czechia,0
sheylys.sk,"Media Construx, s.r.o.",4,3,None,26,92.240.241.85,1,1,1,1,1,0,29405,200,Apache,text/html; charset=UTF-8,2.65,0.3,0.6,0.0,0.0,2,2,0,0,False,6,Slovakia,0
apartmentresidence.sk,"WebCreators, s. r. o.",4,2,Let's Encrypt,89,193.163.77.163,1,1,1,1,1,1,29405,403,nginx,text/html; charset=iso-8859-1,3.54,0.33,0.62,0.0,0.0,1,3,0,0,False,12,Slovakia,0
ja-sr.sk,Websupport s.r.o.,4,2,Let's Encrypt,46,37.9.175.189,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,2.75,0.12,0.62,0.0,0.12,1,2,0,1,False,1,Slovakia,0
forbes.sk,EXO TECHNOLOGIES spol. s r.o.,4,3,Google Trust Services,51,104.26.1.241,3,1,1,1,0,1,13335,403,cloudflare,text/html; charset=UTF-8,2.95,0.22,0.67,0.0,0.0,1,2,0,0,False,1,Canada,0
hotelzemplin.sk,INVER spol. s r.o.,4,3,Let's Encrypt,39,65.21.124.23,1,1,1,1,0,0,24940,200,Apache,text/html; charset=UTF-8,3.64,0.27,0.67,0.0,0.0,1,3,0,0,False,4,Finland,0
novabana.sk,Websupport s.r.o.,4,1,Let's Encrypt,73,81.89.56.117,1,1,1,1,0,0,29405,200,nginx,text/html; charset=UTF-8,2.85,0.36,0.55,0.0,0.0,1,2,0,0,False,6,Slovakia,0
euronics.sk,"INTERNET CZ, a.s.",4,2,Let's Encrypt,41,185.59.208.61,1,1,1,1,0,1,43541,200,nginx,text/html; charset=utf-8,3.28,0.36,0.55,0.0,0.0,2,2,0,0,False,1,Czechia,0
druzbahotel.sk,Websupport s.r.o.,4,2,Sectigo Limited,150,37.9.175.131,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,3.81,0.29,0.64,0.0,0.0,1,2,0,0,False,1,Slovakia,0
hotelimpiq.sk,KIOS a.s.,4,3,Let's Encrypt,61,37.9.175.179,1,1,1,1,0,1,51013,200,openresty,text/html; charset=UTF-8,3.55,0.31,0.62,0.0,0.0,1,2,0,0,False,5,Slovakia,0
kupele-stos.sk,EXO TECHNOLOGIES spol. s r.o.,4,3,Let's Encrypt,3,92.240.253.72,1,1,1,1,0,0,29405,200,None,text/html; charset=UTF-8,3.18,0.29,0.57,0.0,0.07,1,2,0,1,False,1,Slovakia,0
andreashop.sk,"epix media, s.r.o.",4,3,DigiCert Inc,121,185.59.208.120,1,1,1,1,1,1,43541,200,nginx,text/html; charset=UTF-8,3.39,0.31,0.62,0.0,0.0,2,3,0,0,False,1,Czechia,0
granithotels.sk,"Webglobe, a.s.",4,3,Let's Encrypt,59,88.99.25.162,1,1,1,1,1,1,24940,200,Apache/2.4.59 (Debian),text/html; charset=UTF-8,3.64,0.27,0.67,0.0,0.0,1,2,0,0,False,1,Germany,0
povazska-bystrica.sk,"WEBY GROUP, s.r.o.",4,3,Let's Encrypt,55,82.119.224.201,1,1,1,1,0,1,5578,200,Apache,text/html; charset=utf-8,3.75,0.3,0.6,0.0,0.05,1,3,0,1,False,11,Slovakia,0
poltar.sk,"INTERNET CZ, a.s.",4,3,Let's Encrypt,41,88.86.102.9,1,1,1,1,0,1,39392,200,Microsoft-IIS/8.5,text/html; charset=UTF-8,3.17,0.22,0.67,0.0,0.0,1,2,0,0,False,3,Czechia,0
snowland.sk,"WebHouse, s.r.o.",4,1,Let's Encrypt,14,37.9.175.132,1,1,1,1,0,1,51013,200,openresty,text/html; charset=UTF-8,3.1,0.18,0.73,0.0,0.0,1,2,0,0,False,1,Slovakia,0
spisskabela.sk,Websupport s.r.o.,4,1,Let's Encrypt,48,37.9.175.187,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,2.95,0.29,0.64,0.0,0.0,1,3,0,0,False,8,Slovakia,0
autoskolavav.sk,Websupport s.r.o.,4,3,Let's Encrypt,81,37.9.175.189,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,3.06,0.4,0.53,0.0,0.0,2,2,0,0,False,1,Slovakia,0
hotel-san.sk,"Webglobe, a.s.",4,2,Let's Encrypt,76,83.167.249.7,1,1,1,1,1,1,24971,200,Apache,text/html; charset=UTF-8,3.42,0.25,0.58,0.0,0.08,1,2,0,1,False,5,Czechia,0
dpmp.sk,VÁDIUM - IT s.r.o.,4,2,Let's Encrypt,52,212.57.34.210,1,1,1,1,1,0,48689,200,nginx,text/html; charset=UTF-8,2.52,0.0,0.86,0.0,0.0,0,4,0,0,False,1,Slovakia,0
spa.sk,"INTERNET CZ, a.s.",4,4,Let's Encrypt,89,81.2.194.241,1,1,1,1,0,0,24806,200,Apache,text/html; charset=UTF-8,2.25,0.17,0.67,0.0,0.0,1,2,0,0,False,1,Czechia,0
drziaky.sk,"INTERNET CZ, a.s.",4,4,Let's Encrypt,63,81.31.37.22,1,1,1,1,0,1,24971,200,openresty,text/html; charset=utf-8,3.12,0.3,0.6,0.0,0.0,2,3,0,0,False,1,Czechia,0
autoskolarapid.sk,Websupport s.r.o.,4,3,Let's Encrypt,37,37.9.175.188,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,3.45,0.41,0.53,0.0,0.0,2,2,0,0,False,1,Slovakia,0
tuke.sk,Websupport s.r.o.,4,2,Let's Encrypt,46,147.232.3.115,1,1,1,1,0,0,2607,200,nginx,text/html; charset=utf-8,2.52,0.29,0.57,0.0,0.0,1,2,0,0,False,1,Slovakia,0
profesia.sk,Gransy s.r.o.,4,1,Let's Encrypt,17,130.211.22.61,1,1,1,1,0,1,396982,200,Apache,text/html; charset=UTF-8,3.28,0.36,0.55,0.0,0.0,2,2,0,0,False,1,United States,0
vysneopatske.sk,"WEBY GROUP, s.r.o.",4,3,Let's Encrypt,56,82.119.224.201,1,1,1,1,0,1,5578,0,Apache,text/html; charset=utf-8,3.32,0.33,0.6,0.0,0.0,2,3,0,0,False,9,Slovakia,0
dldviktoria.sk,EXO TECHNOLOGIES spol. s r.o.,4,1,Let's Encrypt,25,92.240.253.17,1,1,1,1,0,0,29405,200,None,text/html,3.38,0.29,0.64,0.0,0.0,2,4,0,0,False,1,Slovakia,0
domacaudiaren.sk,"INTERNET CZ, a.s.",4,3,Actalis S.p.A.,231,185.129.138.202,1,1,0,1,0,1,24806,200,aruba-proxy,text/html; charset=UTF-8,3.58,0.44,0.5,0.0,0.0,2,2,0,0,False,1,Czechia,0
touchit.sk,Websupport s.r.o.,4,3,Let's Encrypt,87,86.110.225.42,1,1,1,1,0,1,29405,200,Apache/2.4.57 (Unix) OpenSSL/1.0.2k-fips,text/html; charset=UTF-8,3.12,0.3,0.6,0.0,0.0,2,2,0,0,False,1,Slovakia,0
p7.sk,"Slovak Telekom, a.s.",4,3,None,0,81.2.195.137,1,0,0,1,0,0,24806,200,cloudflare,text/html; charset=utf-8,2.32,0.0,0.6,0.2,0.0,0,2,1,0,False,3,Czechia,0
hotelnarodnydom.sk,"ActivIT,s.r.o.",4,3,Sectigo Limited,153,86.110.243.40,1,0,0,1,0,0,29405,200,Apache,text/html; charset=utf-8,3.68,0.33,0.61,0.0,0.0,1,2,0,0,False,8,Slovakia,0
hotelpolana.sk,"WEBY GROUP, s.r.o.",4,3,None,0,93.184.65.137,1,1,1,1,0,1,29405,200,nginx,text/html; charset=UTF-8,3.38,0.36,0.57,0.0,0.0,1,2,0,0,False,4,Slovakia,0
lucenec.sk,"WEBY GROUP, s.r.o.",4,3,Let's Encrypt,55,82.119.224.201,1,1,1,1,0,1,5578,200,Apache,text/html; charset=utf-8,2.92,0.3,0.6,0.0,0.0,1,2,0,0,False,6,Slovakia,0
dolnybadin.sk,"INTERNET CZ, a.s.",4,2,Let's Encrypt,30,88.86.102.5,1,1,1,1,0,1,39392,200,Microsoft-IIS/8.5,text/html; charset=UTF-8,3.39,0.31,0.62,0.0,0.0,1,2,0,0,False,1,Czechia,0
hotelastra.sk,"WebHouse, s.r.o.",4,3,Let's Encrypt,84,86.110.243.41,1,1,1,1,0,1,29405,200,Apache,text/html; charset=utf-8,3.24,0.31,0.62,0.0,0.0,1,3,0,0,False,4,Slovakia,0
vodicak.sk,"WebHouse, s.r.o.",4,3,Let's Encrypt,33,46.229.230.48,1,1,1,1,0,1,29405,200,Apache,text/html,3.12,0.3,0.6,0.0,0.0,1,2,0,0,False,1,Slovakia,0
vinarskydom.sk,EXO TECHNOLOGIES spol. s r.o.,4,3,Let's Encrypt,12,92.240.253.18,1,1,1,1,0,0,29405,406,None,text/html,3.52,0.29,0.64,0.0,0.0,1,3,0,0,False,6,Slovakia,0
interez.sk,Websupport s.r.o.,4,3,Google Trust Services,35,104.26.2.66,3,1,1,1,0,1,13335,200,cloudflare,text/html; charset=UTF-8,3.12,0.3,0.6,0.0,0.0,1,2,0,0,False,1,Canada,0
ksisters.sk,Key-Systems GmbH,4,3,Google Trust Services,32,104.26.8.52,3,1,1,1,0,1,13335,200,cloudflare,text/html; charset=utf-8,2.55,0.18,0.73,0.0,0.0,1,2,0,0,False,6,Canada,0
frankohotel.sk,"WebCreators, s. r. o.",4,1,Let's Encrypt,81,193.163.77.14,1,1,1,1,1,1,29405,200,nginx,text/html; charset=UTF-8,3.52,0.29,0.64,0.0,0.0,1,2,0,0,False,1,Slovakia,0
oddych.sk,Websupport s.r.o.,4,2,Let's Encrypt,43,37.9.175.187,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,2.95,0.22,0.67,0.0,0.0,1,2,0,0,False,1,Slovakia,0
hoteldelfin.sk,Websupport s.r.o.,4,1,Let's Encrypt,53,37.9.175.189,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,3.52,0.29,0.64,0.0,0.0,1,2,0,0,False,0,Slovakia,0
palacearthotel.sk,"Webglobe, a.s.",4,2,Let's Encrypt,36,217.67.31.32,1,1,1,1,1,1,5578,200,nginx,text/html,3.45,0.35,0.59,0.0,0.0,2,3,0,0,False,7,Slovakia,0
mojadm.sk,"WebHouse, s.r.o.",4,1,Let's Encrypt,48,35.201.94.164,1,1,1,1,0,1,396982,200,None,text/html; charset=utf-8,2.95,0.22,0.67,0.0,0.0,1,2,0,0,False,1,United States,0
hotelcentral.sk,"ACTIVE 24, s.r.o.",4,3,Let's Encrypt,68,3.65.102.101,2,1,1,1,0,1,16509,200,openresty,text/html; charset=UTF-8,3.51,0.27,0.67,0.0,0.0,1,3,0,0,False,6,Germany,0
sliezskydom.sk,Websupport s.r.o.,4,1,Let's Encrypt,31,37.9.175.132,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,3.32,0.29,0.64,0.0,0.0,2,3,0,0,False,1,Slovakia,0
vrable.sk,"WEBY GROUP, s.r.o.",4,2,Let's Encrypt,83,82.119.224.201,1,1,1,1,0,1,5578,200,Apache,text/html; charset=utf-8,3.17,0.22,0.67,0.0,0.0,1,2,0,0,False,4,Slovakia,0
zomos.sk,"Webglobe, a.s.",4,3,Let's Encrypt,52,195.181.248.17,1,1,1,1,1,1,48689,200,nginx,text/html; charset=UTF-8,2.5,0.25,0.62,0.0,0.0,1,2,0,0,False,1,Slovakia,0
cassoviaoc.sk,"WebHouse, s.r.o.",4,3,Let's Encrypt,57,92.240.253.64,1,1,1,1,0,1,29405,200,None,text/html,2.87,0.38,0.54,0.0,0.0,3,2,0,0,False,1,Slovakia,0
hotel-karpatia.sk,"INTERNET CZ, a.s.",4,1,DigiCert Inc,72,85.248.250.10,1,1,1,1,0,0,5578,200,Apache,text/html; charset=UTF-8,3.57,0.35,0.53,0.0,0.06,2,2,0,1,False,6,Slovakia,0
hotel-yasmin.sk,"SWAN, a. s.",4,3,Let's Encrypt,64,104.248.87.0,1,1,1,1,0,1,14061,200,Apache,text/html; charset=UTF-8,3.77,0.33,0.53,0.0,0.07,2,2,0,1,False,1,The Netherlands,0
kupelens.sk,Varro s.r.o.,4,3,Let's Encrypt,73,185.59.211.127,1,1,1,1,0,0,43541,200,nginx,text/html; charset=UTF-8,2.91,0.27,0.64,0.0,0.0,1,2,0,0,False,1,Czechia,0
skiarena-fackovskesedlo.sk,EXO TECHNOLOGIES spol. s r.o.,4,3,Let's Encrypt,77,92.240.253.14,1,1,1,1,0,0,29405,200,None,text/html; charset=UTF-8,3.64,0.35,0.58,0.0,0.04,2,3,0,1,False,1,Slovakia,0
mup.sk,"SWAN, a. s.",4,1,Let's Encrypt,43,86.110.225.104,1,0,0,0,0,0,29405,200,Apache,text/html; charset=ISO-8859-2,2.58,0.17,0.67,0.0,0.0,1,2,0,0,False,1,Slovakia,0
apollohotel.sk,Websupport s.r.o.,4,2,Let's Encrypt,87,35.172.94.1,2,1,1,1,0,0,14618,403,nginx,text/html,3.13,0.36,0.57,0.0,0.0,1,2,0,0,False,5,United States,0
kubasok.sk,Websupport s.r.o.,4,3,Let's Encrypt,66,37.9.175.131,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,2.65,0.3,0.6,0.0,0.0,1,2,0,0,False,1,Slovakia,0
raca.sk,"Webglobe, a.s.",4,3,Let's Encrypt,82,85.248.130.135,1,1,1,1,0,0,5578,200,Apache,text/html; charset=UTF-8,2.52,0.29,0.57,0.0,0.0,1,2,0,0,False,4,Slovakia,0
turist.sk,Websupport s.r.o.,4,3,None,31,37.9.175.132,1,1,1,1,0,0,51013,200,openresty,text/html,2.73,0.22,0.67,0.0,0.0,1,2,0,0,False,1,Slovakia,0
velky-krtis.sk,"WEBY GROUP, s.r.o.",4,3,Let's Encrypt,55,82.119.224.201,1,1,1,1,0,1,5578,200,Apache,text/html; charset=utf-8,3.32,0.21,0.64,0.0,0.07,1,3,0,1,False,9,Slovakia,0
renner.sk,EXO TECHNOLOGIES spol. s r.o.,4,3,Let's Encrypt,32,92.240.253.18,1,1,1,1,0,0,29405,200,None,text/html; charset=UTF-8,2.5,0.22,0.67,0.0,0.0,1,2,0,0,False,1,Slovakia,0
klar.sk,Websupport s.r.o.,4,1,Let's Encrypt,35,37.9.175.133,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,2.52,0.14,0.71,0.0,0.0,1,2,0,0,False,4,Slovakia,0
101drogeria.sk,Websupport s.r.o.,3,1,Let's Encrypt,70,37.9.175.195,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,3.52,0.29,0.43,0.21,0.0,2,2,3,0,False,1,Slovakia,0
autoskoly.sk,Websupport s.r.o.,4,1,Let's Encrypt,72,109.123.222.134,1,1,1,1,0,0,15685,200,Apache,text/html,3.08,0.42,0.5,0.0,0.0,2,2,0,0,False,1,Czechia,0
ubytovaniekrakov.sk,EXO TECHNOLOGIES spol. s r.o.,4,3,Let's Encrypt,46,92.240.253.72,1,1,1,1,0,0,29405,200,None,text/html; charset=UTF-8,3.68,0.42,0.53,0.0,0.0,2,2,0,0,False,1,Slovakia,0
martinus.sk,"Webglobe, a.s.",4,3,Sectigo Limited,383,185.59.210.26,1,1,1,1,0,1,43541,200,nginx,text/html; charset=UTF-8,3.28,0.27,0.64,0.0,0.0,1,2,0,0,False,1,Czechia,0
mestokrasno.sk,Websupport s.r.o.,4,3,Let's Encrypt,26,37.9.175.187,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,3.18,0.29,0.64,0.0,0.0,1,2,0,0,False,8,Slovakia,0
upjs.sk,"WEDOS Internet, a.s.",4,2,GEANT Vereniging,255,158.197.16.80,1,1,1,1,0,1,2607,200,Apache/2.4.62 (AlmaLinux) OpenSSL/3.2.2,text/html; charset=UTF-8,2.52,0.14,0.71,0.0,0.0,1,3,0,0,False,1,Slovakia,0
certovica.sk,"ACTIVE 24, s.r.o.",4,3,Google Trust Services,42,104.18.127.89,1,0,0,1,0,0,13335,200,cloudflare,text/html; charset=utf-8,3.42,0.33,0.58,0.0,0.0,1,2,0,0,False,1,Canada,0
hotelkormoran.sk,"BACKBONE, s.r.o.",4,1,Let's Encrypt,30,62.197.233.140,1,1,1,1,0,0,5578,200,None,text/html; charset=UTF-8,3.45,0.31,0.62,0.0,0.0,1,2,0,0,False,6,Slovakia,0
zladiera.sk,Websupport s.r.o.,4,3,Let's Encrypt,63,37.9.175.187,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,3.28,0.36,0.55,0.0,0.0,2,2,0,0,False,1,Slovakia,0
hoteldetva.sk,Websupport s.r.o.,4,3,Let's Encrypt,86,91.108.98.45,1,1,1,1,0,1,47583,200,hcdn,text/html; charset=UTF-8,3.39,0.31,0.62,0.0,0.0,1,2,0,0,False,4,United States,0
hotelborovica.sk,"MM Systems, s. r. o.",4,4,Let's Encrypt,33,185.59.211.127,1,1,1,1,0,0,43541,200,nginx,text/html; charset=UTF-8,3.7,0.38,0.56,0.0,0.0,1,2,0,0,False,1,Czechia,0
skinizna.sk,"WebHouse, s.r.o.",4,3,Let's Encrypt,87,86.110.243.41,1,1,1,1,0,1,29405,200,Apache,text/html; charset=UTF-8,2.73,0.27,0.64,0.0,0.0,1,2,0,0,False,1,Slovakia,0
lyziarskaskola.sk,"Webglobe, a.s.",4,3,Let's Encrypt,60,37.9.175.156,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,3.13,0.35,0.59,0.0,0.0,2,3,0,0,False,1,Slovakia,0
uniza.sk,Websupport s.r.o.,4,2,GEANT Vereniging,101,158.193.48.212,1,1,1,1,1,1,2607,200,WebServer,text/html; charset=utf-8,3.0,0.38,0.5,0.0,0.0,1,2,0,0,False,1,Slovakia,0
hotelbratislava.sk,"SWAN, a. s.",4,3,Let's Encrypt,57,37.9.175.157,1,1,1,1,0,1,51013,200,openresty,text/html; charset=UTF-8,3.57,0.33,0.61,0.0,0.0,1,3,0,0,False,7,Slovakia,0
penzionkorytnacka.sk,"DSI DATA, a. s.",4,3,Let's Encrypt,34,80.87.208.139,1,1,1,1,0,0,35328,200,Apache,text/html; charset=UTF-8,3.65,0.35,0.6,0.0,0.0,2,2,0,0,False,11,Slovakia,0
skibezovec.sk,"WebCreators, s. r. o.",4,2,Let's Encrypt,59,193.163.77.92,1,1,1,1,1,1,29405,200,nginx,text/html; charset=UTF-8,3.24,0.31,0.62,0.0,0.0,1,2,0,0,False,1,Slovakia,0
velkysaris.sk,"WEBY GROUP, s.r.o.",4,1,Let's Encrypt,66,82.119.224.201,1,1,1,1,0,1,5578,200,Apache,text/html; charset=utf-8,3.18,0.31,0.62,0.0,0.0,1,2,0,0,False,7,Slovakia,0
turzovka.sk,"INTERNET CZ, a.s.",4,3,Let's Encrypt,29,88.86.102.7,1,0,0,1,1,0,39392,200,Microsoft-IIS/8.5,text/html; charset=UTF-8,3.28,0.27,0.64,0.0,0.0,1,2,0,0,False,4,Czechia,0
banskastiavnica.sk,"Webglobe, a.s.",4,3,Let's Encrypt,20,195.181.248.139,1,1,1,1,1,1,48689,200,nginx,text/html; charset=UTF-8,3.13,0.33,0.61,0.0,0.0,2,3,0,0,False,9,Slovakia,0
kupelenimnica.sk,EuroNET Slovakia s.r.o.,4,3,Let's Encrypt,83,213.215.124.157,1,1,1,1,0,1,5578,200,Apache/2.4.63 (FreeBSD) OpenSSL/1.1.1w-freebsd mpm-itk/2.4.7-04 PHP/7.4.32,text/html; charset=utf-8,3.5,0.38,0.56,0.0,0.0,1,2,0,0,False,1,Slovakia,0
hoteljelenpezinok.sk,Websupport s.r.o.,4,1,Let's Encrypt,46,37.9.175.156,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,3.52,0.35,0.6,0.0,0.0,1,2,0,0,False,8,Slovakia,0
