Domain,Registrar,Creation_Date,Update_Date,SSL_Issuer,SSL_TTL,IPv4_Num,NumOfIPs,SPF,MX,DKIM,DMARC,AS,HTTP_Status,Server,Entropy,Vowel_Ratio,Consonant_Ratio,Numerical_Ratio,Special_Char_Ratio,Vowel_Sequence,Consonant_Sequence,Numerical_Sequence,Special_Char_Sequence,Is_Unicode,Levenshtein_Distance,Contains_Blacklisted,Last_is_sk,Location,Class
hajenkahotel.sk,"Webglobe, a.s.",4.0,2.0,Let's Encrypt,84,621391804,1,1,1,0,0,51013,200,openresty,3.37,0.33,0.6,0.0,0.0,1,2,0,0,False,14,False,False,Slovakia,0
superdrysk.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,39,2665349687,1,0,0,0,0,63119,200,Apache,3.03,0.23,0.69,0.0,0.0,1,3,0,0,False,12,False,True,United States,1
pumalacno.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,42,2665349660,1,0,0,0,0,63119,200,Apache,3.42,0.33,0.58,0.0,0.0,1,2,0,0,False,11,True,False,United States,1
bjservices.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,1.0,None,0,1559297297,1,1,1,0,0,29405,200,None,3.18,0.23,0.69,0.0,0.0,1,3,0,0,False,12,False,False,Slovakia,0
battery.sk,"Platon Technologies, s.r.o.",4.0,3.0,Let's Encrypt,80,624559605,1,1,1,1,1,28952,200,Apache,3.12,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Slovakia,0
barrister.sk,"Webglobe, a.s.",4.0,3.0,None,22,3283482831,1,1,1,1,1,48689,200,nginx,3.02,0.25,0.67,0.0,0.0,1,2,0,0,False,11,False,False,Slovakia,0
samsonitekufor.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,37,2783401824,1,0,0,0,0,58065,200,Apache,3.57,0.35,0.59,0.0,0.0,1,2,0,0,False,16,False,False,France,1
calzedonia.sk,Key-Systems GmbH,4.0,3.0,None,0,85365113,2,1,1,0,1,16509,200,cloudflare,3.55,0.38,0.54,0.0,0.0,2,2,0,0,False,12,False,False,Germany,1
benlux.sk,"Webglobe, a.s.",4.0,1.0,None,0,1047369552,1,1,1,0,0,29134,200,nginx,3.17,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Czechia,0
nakupuj123.sk,"WebHouse, s.r.o.",4.0,2.0,Google Trust Services,32,2890115057,2,0,0,0,0,13335,403,cloudflare,3.39,0.23,0.46,0.23,0.0,1,2,3,0,False,12,True,False,Canada,1
teniskyasics.sk,NETIM,4.0,3.0,ZeroSSL,86,3304536413,1,0,0,0,0,41564,403,nginx,3.11,0.33,0.6,0.0,0.0,2,2,0,0,False,14,True,False,Canada,1
bhic.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,66,621391771,1,1,1,0,0,51013,200,openresty,2.81,0.14,0.71,0.0,0.0,1,2,0,0,False,6,False,False,Slovakia,0
skechers.sk,MarkMonitor International Limited,4.0,4.0,Google Trust Services,58,2890116326,2,0,0,0,0,13335,200,cloudflare,2.66,0.18,0.73,0.0,0.0,1,2,0,0,False,10,False,False,Canada,1
ssos365.sk,"WebCreators, s. r. o.",3.0,3.0,None,31,3248704789,1,1,1,1,1,29405,404,nginx,2.52,0.1,0.5,0.3,0.0,1,2,3,0,False,9,False,False,Slovakia,1
royalfitness.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,19,621391747,1,1,1,0,0,51013,200,openresty,3.59,0.33,0.6,0.0,0.0,3,2,0,0,False,14,False,False,Slovakia,0
lornajaneoutlet.sk,NETIM,4.0,3.0,Let's Encrypt,35,2783430153,1,0,0,0,0,58065,403,nginx,3.5,0.39,0.56,0.0,0.0,3,2,0,0,False,17,True,False,Estonia,1
trapstar-sk.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,39,1746215353,2,0,0,0,0,13335,200,cloudflare,2.9,0.14,0.71,0.0,0.07,1,3,0,1,False,13,False,True,Canada,1
susene.sk,"WebCreators, s. r. o.",4.0,3.0,Let's Encrypt,51,1559297283,1,1,1,0,0,29405,200,None,2.42,0.33,0.56,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,0
primame.sk,"INTERNET CZ, a.s.",4.0,4.0,ZeroSSL,62,3108035365,1,1,1,0,0,43541,200,nginx,3.12,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Czechia,0
hoteljanosik.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,63,621391749,1,1,1,1,0,51013,200,openresty,3.51,0.33,0.6,0.0,0.0,1,2,0,0,False,14,False,False,Slovakia,0
bambino-kociky.sk,Websupport s.r.o.,4.0,2.0,None,23,621391434,1,1,1,0,0,51013,404,nginx,3.45,0.35,0.53,0.0,0.06,1,2,0,1,False,16,False,False,Slovakia,0
guessoutletslovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,48,1746229354,2,0,0,0,0,13335,200,cloudflare,3.26,0.35,0.61,0.0,0.0,2,3,0,0,False,22,True,False,Canada,1
baliarne.sk,"WebHouse, s.r.o.",4.0,1.0,"DigiCert, Inc.",174,786818609,1,1,1,0,1,29405,200,Apache,3.28,0.36,0.55,0.0,0.0,2,2,0,0,False,10,False,False,Slovakia,0
benefitleasing.sk,DANNAX spol. s r.o.,4.0,3.0,None,78,1959475987,1,1,1,0,0,24940,200,Apache,3.45,0.35,0.59,0.0,0.0,2,2,0,0,False,16,False,False,Germany,0
bva.sk,BeeSoft s.r.o.,4.0,3.0,Let's Encrypt,24,621391796,1,1,1,0,0,51013,200,openresty,2.58,0.17,0.67,0.0,0.0,1,2,0,0,False,5,False,False,Slovakia,0
fila-sk.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,44,2665349636,1,0,0,0,0,63119,200,Apache,2.92,0.2,0.6,0.0,0.1,1,2,0,1,False,9,False,True,United States,1
s23.sk,"ACTIVE 24, s.r.o.",4.0,3.0,Let's Encrypt,66,521079483,1,0,1,0,0,25234,200,nginx,2.25,0.0,0.5,0.33,0.0,0,2,2,0,False,5,False,False,Czechia,0
falkesk.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,75,2665349678,1,0,0,0,0,63119,200,Apache,2.65,0.2,0.7,0.0,0.0,1,2,0,0,False,9,False,True,United States,1
hotelsomka.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,42,1403595628,1,1,1,1,1,20773,200,Apache,3.24,0.31,0.62,0.0,0.0,1,2,0,0,False,12,False,False,Germany,0
bsetcom.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,30,621391772,1,1,1,0,0,51013,200,openresty,3.12,0.2,0.7,0.0,0.0,1,2,0,0,False,9,False,False,Slovakia,0
bbreality.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,69,621391771,1,1,1,0,0,51013,200,openresty,3.42,0.33,0.58,0.0,0.0,2,3,0,0,False,11,False,False,Slovakia,0
pandoranaramkyakcia.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,43,1755317466,1,0,0,0,0,48950,200,Apache,3.36,0.41,0.55,0.0,0.0,2,2,0,0,False,21,False,False,United States,1
brconstruction.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,34,401358483,1,1,1,1,1,396982,200,Pepyaka,3.38,0.24,0.71,0.0,0.0,2,4,0,0,False,16,False,False,United States,0
hotelprim.sk,"WebHouse, s.r.o.",4.0,3.0,Let's Encrypt,30,1450111950,1,1,1,0,1,29405,200,Apache,3.58,0.25,0.67,0.0,0.0,1,3,0,0,False,11,False,False,Slovakia,0
znaleczilina.sk,"ACTIVE 24, s.r.o.",4.0,3.0,Let's Encrypt,65,521079357,1,0,1,0,0,25234,200,nginx,3.24,0.33,0.6,0.0,0.0,1,2,0,0,False,14,False,False,Czechia,1
bakstol.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,35,621391749,1,1,1,0,0,51013,200,openresty,2.92,0.2,0.7,0.0,0.0,1,3,0,0,False,9,False,False,Slovakia,0
hotelzelenydvor.sk,Websupport s.r.o.,4.0,3.0,None,36,621391796,1,1,1,0,0,51013,200,openresty,3.68,0.33,0.61,0.0,0.0,1,2,0,0,False,17,False,False,Slovakia,0
veterinarcana.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,68,621391795,1,1,1,0,0,51013,200,openresty,3.33,0.38,0.56,0.0,0.0,1,2,0,0,False,15,False,False,Slovakia,0
bocy.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,48,621391434,1,1,1,0,0,51013,200,nginx,2.81,0.29,0.57,0.0,0.0,1,2,0,0,False,6,False,False,Slovakia,0
campersk.sk,Gransy s.r.o.,4.0,4.0,Google Trust Services,74,2890115876,2,0,0,0,0,13335,200,cloudflare,3.1,0.18,0.73,0.0,0.0,1,3,0,0,False,10,False,True,Canada,1
bandi.sk,Seonet Multimedia s.r.o.,4.0,2.0,Let's Encrypt,42,2672118348,1,1,1,0,1,24940,403,nginx,3.0,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Germany,0
drmartensbratislava.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,58,2890126449,2,0,0,0,0,13335,200,cloudflare,3.57,0.27,0.68,0.0,0.0,1,4,0,0,False,21,True,False,Canada,1
michaelkorsslovensko.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,40,3301229984,1,0,0,0,0,41564,200,Apache,3.59,0.3,0.65,0.0,0.0,2,4,0,0,False,22,True,False,Ireland,1
b-mat.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,41,621390351,1,1,1,1,1,51013,200,Apache/2.4.59 (Debian),3.0,0.12,0.62,0.0,0.12,1,2,0,1,False,7,False,False,Slovakia,0
bbrsc.sk,"WebHouse, s.r.o.",4.0,2.0,DigiCert Inc,246,1450111795,1,1,1,0,0,29405,200,Apache,2.5,0.0,0.88,0.0,0.0,0,5,0,0,False,7,False,False,Slovakia,0
balonik.sk,ZONER s.r.o.,4.0,4.0,Let's Encrypt,70,621391797,1,1,1,0,0,51013,200,openresty,3.12,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Slovakia,0
ruzinov.sk,"crooce.com - the internet company, s.r.o.",4.0,4.0,Let's Encrypt,26,1450107575,1,1,1,0,0,29405,403,Apache,3.32,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Slovakia,0
restauraciafiat.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,19,3283483311,1,1,1,1,1,48689,200,nginx,3.28,0.44,0.5,0.0,0.0,2,2,0,0,False,17,False,False,Slovakia,0
baarcotish.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,89,621391795,1,1,1,0,0,51013,200,openresty,3.39,0.31,0.62,0.0,0.0,2,2,0,0,False,12,False,False,Slovakia,0
gloriapalac.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,81,1959493833,1,1,1,1,1,24940,200,nginx,3.32,0.36,0.57,0.0,0.0,2,2,0,0,False,13,False,False,Germany,0
peknetopanky.sk,"WebHouse, s.r.o.",2.0,1.0,Google Trust Services,54,1746214913,7,0,0,0,0,13335,403,cloudflare,3.19,0.33,0.6,0.0,0.0,1,2,0,0,False,14,True,False,Canada,1
bernik-partneri.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,80,2328474461,1,1,1,0,1,24940,200,nginx,3.46,0.28,0.61,0.0,0.06,1,3,0,1,False,17,False,False,Germany,0
jordantenisky.sk,Gransy s.r.o.,4.0,3.0,Google Trust Services,44,1746210817,7,0,0,0,0,13335,200,cloudflare,3.62,0.31,0.62,0.0,0.0,1,2,0,0,False,15,True,False,Canada,1
beaart.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,74,786817253,1,1,1,0,1,29405,200,Apache,2.95,0.33,0.56,0.0,0.0,3,2,0,0,False,8,False,False,Slovakia,0
northface-sk.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,79,1755317829,1,0,0,0,0,41564,200,Apache,3.64,0.2,0.67,0.0,0.07,1,4,0,1,False,14,False,True,United Kingdom,1
detske.sk,EuroNET Slovakia s.r.o.,4.0,3.0,"GoDaddy.com, Inc.",212,234400048,2,0,0,0,0,16509,200,None,2.5,0.22,0.67,0.0,0.0,1,3,0,0,False,8,False,False,Canada,0
upjs.sk,"WEDOS Internet, a.s.",4.0,3.0,GEANT Vereniging,225,2663714896,1,1,1,0,1,2607,200,Apache/2.4.62 (AlmaLinux) OpenSSL/3.2.2,2.52,0.14,0.71,0.0,0.0,1,3,0,0,False,6,False,False,Slovakia,0
krompachy.sk,VÁDIUM - IT s.r.o.,4.0,3.0,Let's Encrypt,17,3560514258,1,1,1,1,1,48689,200,nginx,3.42,0.25,0.67,0.0,0.0,1,2,0,0,False,11,False,False,Slovakia,0
huntebratislava.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,48,2890109239,2,0,0,0,0,13335,200,cloudflare,3.68,0.33,0.61,0.0,0.0,1,2,0,0,False,17,True,False,Canada,1
patagoniaslovensko.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,32,2783395859,1,0,0,0,0,48950,200,Apache,3.52,0.38,0.57,0.0,0.0,2,3,0,0,False,20,True,False,None,1
partizanske.sk,"Slovanet, a. s.",4.0,3.0,Let's Encrypt,86,1383588041,1,1,1,0,0,5578,200,Apache,3.38,0.29,0.64,0.0,0.0,1,3,0,0,False,13,False,False,Slovakia,0
hotel-diana.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,32,621391803,1,1,1,0,0,51013,200,openresty,3.66,0.36,0.5,0.0,0.07,2,2,0,1,False,13,False,False,Slovakia,0
hoteleden.sk,KIOS a.s.,4.0,3.0,None,36,621391796,1,1,1,0,0,51013,200,openresty,3.19,0.33,0.58,0.0,0.0,1,2,0,0,False,11,False,False,Slovakia,0
b-gap.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,Let's Encrypt,51,1559297503,1,1,1,0,0,29405,200,None,3.0,0.12,0.62,0.0,0.12,1,2,0,1,False,7,False,False,Slovakia,0
zomos.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,22,3283482641,1,1,1,1,1,48689,200,nginx,2.5,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Slovakia,0
082765.sk,Gransy s.r.o.,3.0,3.0,None,0,400574220,2,0,0,0,0,40065,530,cdn,3.17,0.0,0.22,0.67,0.0,0,2,6,0,False,8,False,False,Hong Kong,1
motormax.sk,"INTERNET CZ, a.s.",4.0,1.0,Let's Encrypt,86,1359007336,1,1,1,0,1,15685,200,nginx,3.1,0.27,0.64,0.0,0.0,1,2,0,0,False,10,False,False,Czechia,0
hotelclavis.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,66,521079480,1,1,1,0,0,25234,200,nginx,3.52,0.29,0.64,0.0,0.0,1,3,0,0,False,13,False,False,Czechia,0
fredperryslovensko.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,58,2665349647,1,0,0,0,0,63119,200,Apache,3.52,0.29,0.67,0.0,0.0,1,3,0,0,False,20,True,False,United States,1
bapas.sk,"Webglobe, a.s.",4.0,1.0,Let's Encrypt,37,3283482636,1,1,1,1,1,48689,200,nginx,2.5,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Slovakia,0
alphaindustriesmikinask.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,58,1746220876,2,0,0,0,0,13335,200,cloudflare,3.64,0.35,0.62,0.0,0.0,2,3,0,0,False,25,True,True,Canada,1
turzovka.sk,"INTERNET CZ, a.s.",4.0,3.0,Let's Encrypt,59,1482057223,1,0,1,1,0,39392,200,Microsoft-IIS/8.5,3.28,0.27,0.64,0.0,0.0,1,2,0,0,False,10,False,False,Czechia,0
moldava.sk,"INTERNET CZ, a.s.",4.0,3.0,Let's Encrypt,86,1482057607,1,1,1,1,1,39392,200,Microsoft-IIS/8.5,3.12,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Czechia,0
bajkysport.sk,Websupport s.r.o.,4.0,2.0,ZeroSSL,52,3115908618,2,1,1,0,1,198627,200,nginx,3.39,0.23,0.69,0.0,0.0,1,2,0,0,False,12,False,False,Czechia,0
newbalanceslovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,58,2890116585,2,0,0,0,0,13335,200,cloudflare,3.45,0.32,0.64,0.0,0.0,1,3,0,0,False,21,True,False,Canada,1
minv.sk,"Slovak Telekom, a.s.",4.0,3.0,Disig a.s.,16,3578893835,1,1,1,0,0,6855,200,Apache,2.81,0.14,0.71,0.0,0.0,1,2,0,0,False,6,False,False,Slovakia,0
sorelobuv.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,75,1755322295,1,0,0,0,0,46805,200,Apache,3.25,0.33,0.58,0.0,0.0,1,2,0,0,False,11,True,False,United States,1
hudobnenastroje1.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,1.0,Let's Encrypt,62,1559297321,1,1,1,0,0,29405,200,None,3.83,0.32,0.58,0.05,0.0,1,3,1,0,False,18,False,False,Slovakia,0
vodeko.sk,"Slovanet, a. s.",4.0,3.0,None,0,773614577,1,1,1,0,0,197019,200,Apache,2.73,0.33,0.56,0.0,0.0,1,2,0,0,False,8,False,False,Czechia,0
mizuno-slovensko.sk,Gransy s.r.o.,4.0,1.0,Let's Encrypt,24,2783395848,1,0,0,0,0,48950,200,Apache,3.54,0.32,0.58,0.0,0.05,1,3,0,1,False,18,True,False,Germany,1
bels.sk,"WEBCENTRUM, s.r.o.",4.0,2.0,Let's Encrypt,68,1833606421,1,1,1,1,1,29405,200,nginx,2.52,0.14,0.71,0.0,0.0,1,2,0,0,False,6,False,False,Slovakia,0
hortonsk.sk,Gransy s.r.o.,4.0,3.0,None,0,1505358930,1,1,1,1,1,24971,200,Microsoft-IIS/10.0,2.91,0.18,0.73,0.0,0.0,1,3,0,0,False,10,False,True,Czechia,1
bakschool.sk,"WEBY GROUP, s.r.o.",4.0,3.0,None,0,1572356490,1,1,1,0,1,29405,200,nginx,3.08,0.25,0.67,0.0,0.0,2,4,0,0,False,11,False,False,Slovakia,0
polepynamobil.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,17,1296984067,1,1,1,0,1,15685,200,nginx,3.62,0.38,0.56,0.0,0.0,1,2,0,0,False,15,False,False,Czechia,1
podmaz.sk,"SWAN, a. s.",4.0,3.0,Let's Encrypt,84,2892585516,1,1,1,0,0,63949,200,nginx/1.18.0 (Ubuntu),3.17,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Germany,0
kosicezapad.sk,"WEBY GROUP, s.r.o.",4.0,3.0,Let's Encrypt,87,1383588041,1,1,1,0,0,5578,200,Apache,3.38,0.36,0.57,0.0,0.0,1,2,0,0,False,13,False,False,Slovakia,0
drbronner.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,74,621391772,1,1,1,0,0,51013,200,openresty,3.02,0.17,0.75,0.0,0.0,1,4,0,0,False,11,False,False,Slovakia,0
benorez.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,79,3111082080,1,1,1,0,0,51013,200,Pixi,3.12,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Hungary,0
znalec-kosice.sk,"ACTIVE 24, s.r.o.",4.0,3.0,Let's Encrypt,65,521079357,1,0,1,0,0,25234,200,nginx,3.5,0.31,0.56,0.0,0.06,1,2,0,1,False,15,False,False,Czechia,1
volkl.sk,ZONER s.r.o.,4.0,2.0,Let's Encrypt,79,2421903478,1,0,0,0,0,51167,200,Apache,2.5,0.12,0.75,0.0,0.0,1,3,0,0,False,7,False,False,France,0
povazska-bystrica.sk,"WEBY GROUP, s.r.o.",4.0,3.0,Let's Encrypt,86,1383588041,1,1,1,0,1,5578,200,Apache,3.75,0.3,0.6,0.0,0.05,1,3,0,1,False,19,False,False,Slovakia,0
betor-sk.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,54,2890108395,2,0,0,0,0,13335,200,cloudflare,3.1,0.18,0.64,0.0,0.09,1,2,0,1,False,10,False,True,Canada,1
barnet.sk,"NAPRI, s.r.o.",4.0,3.0,None,0,1449520337,1,0,1,0,0,21334,0,None,3.17,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Hungary,0
sliac.sk,THR Systems a.s.,4.0,1.0,Let's Encrypt,63,861622675,1,1,1,0,0,16276,200,None,2.75,0.25,0.62,0.0,0.0,2,2,0,0,False,7,False,False,France,0
garwood.sk,"WEDOS Internet, a.s.",4.0,3.0,Let's Encrypt,67,1310198762,1,0,1,0,0,43541,200,nginx,3.12,0.3,0.6,0.0,0.0,2,2,0,0,False,9,False,False,Czechia,1
zakonypreludi.sk,"USR Services, s.r.o.",4.0,2.0,Let's Encrypt,35,3170123585,1,1,1,0,0,25424,200,Microsoft-IIS/10.0,3.88,0.38,0.56,0.0,0.0,1,2,0,0,False,15,False,False,Czechia,0
goldberghsk.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,63,2890123926,2,0,0,0,0,13335,200,cloudflare,3.38,0.14,0.79,0.0,0.0,1,5,0,0,False,13,False,True,Canada,1
skalica.sk,"Webglobe, a.s.",4.0,3.0,DigiCert Inc,273,1482057225,1,1,1,1,1,39392,200,Microsoft-IIS/8.5,2.72,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Czechia,0
ppeshop.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,66,1746219009,7,0,0,0,0,13335,403,cloudflare,2.65,0.2,0.7,0.0,0.0,1,2,0,0,False,9,True,False,Canada,1
banchem.sk,zoom it s. r. o.,4.0,3.0,Let's Encrypt,62,1450107141,1,1,1,0,0,29405,200,Apache,3.32,0.2,0.7,0.0,0.0,1,3,0,0,False,9,False,False,Slovakia,0
babysafari.sk,NETIM,4.0,3.0,Sectigo Limited,377,3116058937,1,1,1,0,0,62214,200,Apache,3.03,0.38,0.54,0.0,0.0,1,2,0,0,False,12,False,False,Hungary,0
hushpuppiesoutlet.sk,NETIM,4.0,3.0,Let's Encrypt,41,3301193183,1,0,0,0,0,41564,403,Apache/2,3.31,0.35,0.6,0.0,0.0,2,3,0,0,False,19,True,False,Latvia,1
umbro-slovensko.sk,"WebHouse, s.r.o.",3.0,3.0,Google Trust Services,76,1746208921,2,0,0,0,0,13335,403,cloudflare,3.53,0.28,0.61,0.0,0.06,1,3,0,1,False,17,True,False,Canada,1
bicompany.sk,"Webglobe, a.s.",4.0,2.0,Let's Encrypt,64,3645054556,1,1,1,1,1,5578,200,nginx,3.58,0.33,0.58,0.0,0.0,1,2,0,0,False,11,False,False,Slovakia,0
bhydroservis.sk,"Webglobe, a.s.",4.0,1.0,Let's Encrypt,36,3645054555,1,1,1,1,0,5578,200,nginx,3.46,0.27,0.67,0.0,0.0,1,2,0,0,False,14,False,False,Slovakia,0
balkonsystem.sk,"WebHouse, s.r.o.",4.0,3.0,Let's Encrypt,54,1450111775,1,1,1,0,1,29405,200,Apache,3.46,0.27,0.67,0.0,0.0,1,2,0,0,False,14,False,False,Slovakia,0
atriumhotel.sk,EuroNET Slovakia s.r.o.,4.0,3.0,Let's Encrypt,16,1441784606,1,1,1,0,1,15685,200,Apache,3.66,0.36,0.57,0.0,0.0,2,2,0,0,False,13,False,False,Czechia,0
benfi.sk,"Webglobe, a.s.",4.0,3.0,None,22,3560513608,1,1,1,1,1,48689,200,nginx,3.0,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Slovakia,0
hotelcentrum.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,Let's Encrypt,70,1559297387,1,1,1,0,0,29405,200,None,3.64,0.27,0.67,0.0,0.0,1,3,0,0,False,14,False,False,Slovakia,0
hotelgrand.sk,"Webglobe, a.s.",4.0,3.0,DigiCert Inc,282,3645054529,1,1,1,1,1,5578,200,nginx,3.7,0.23,0.69,0.0,0.0,1,3,0,0,False,12,False,False,Slovakia,0
dcshoes-sk.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,75,1746209354,2,0,0,0,0,13335,200,cloudflare,2.93,0.15,0.69,0.0,0.08,2,4,0,1,False,12,True,True,Canada,1
hurbanovo.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,76,621391803,1,1,1,0,0,51013,200,openresty,3.42,0.33,0.58,0.0,0.0,1,2,0,0,False,11,False,False,Slovakia,0
bagpack.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,77,621391797,1,1,1,0,0,51013,200,openresty,2.92,0.2,0.7,0.0,0.0,1,2,0,0,False,9,False,False,Slovakia,0
benaf.sk,"INTERNET CZ, a.s.",4.0,1.0,None,0,1359135398,1,0,0,0,0,24806,200,Microsoft-IIS/10.0,3.0,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Czechia,0
cosslovensko.sk,Key-Systems GmbH,4.0,1.0,Let's Encrypt,36,2665349654,1,0,0,0,0,63119,200,Apache,2.92,0.27,0.67,0.0,0.0,1,3,0,0,False,14,True,False,United States,1
huglo.sk,"Hilberman Capital, s.r.o.",4.0,4.0,Google Trust Services,58,2890108832,2,1,1,0,0,13335,200,cloudflare,3.0,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Canada,1
kasinosk.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,40,2890112601,2,1,1,0,0,13335,200,cloudflare,2.59,0.27,0.64,0.0,0.0,1,2,0,0,False,10,True,True,Canada,1
palacehotelpolom.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,34,621391771,1,1,1,0,0,51013,200,openresty,3.43,0.37,0.58,0.0,0.0,1,2,0,0,False,18,False,False,Slovakia,0
znalecbanskabystrica.sk,"ACTIVE 24, s.r.o.",4.0,3.0,Let's Encrypt,65,521079357,1,0,1,0,0,25234,200,nginx,3.62,0.3,0.65,0.0,0.0,1,3,0,0,False,22,False,False,Czechia,1
caterpillartopanky.sk,Gransy s.r.o.,4.0,2.0,Google Trust Services,86,1746215009,2,0,0,0,0,13335,200,cloudflare,3.69,0.33,0.62,0.0,0.0,1,2,0,0,False,20,True,False,Canada,1
mizuno-slovensko.com,None,None,None,Let's Encrypt,38,3301236616,1,0,0,0,0,58065,200,Apache,3.62,0.35,0.55,0.0,0.05,1,3,0,1,False,19,True,False,Estonia,1
bat-man.sk,"WebHouse, s.r.o.",4.0,3.0,ZeroSSL,79,3108035365,1,1,1,0,1,43541,200,nginx,3.12,0.2,0.6,0.0,0.1,1,2,0,1,False,9,False,False,Czechia,0
bbpanskamoda.cz,REG-INTERNET-CZ,4.0,4.0,Let's Encrypt,39,3641434956,1,1,1,0,0,15685,200,Apache,3.46,0.27,0.67,0.0,0.0,1,3,0,0,False,14,False,False,Czechia,0
salomoslovensko.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,55,3304094097,1,0,0,0,0,41564,200,Apache,3.06,0.33,0.61,0.0,0.0,1,3,0,0,False,17,True,False,Germany,1
hotelphoenix.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,62,3645054556,1,1,1,1,1,5578,200,nginx,3.51,0.33,0.6,0.0,0.0,2,3,0,0,False,14,False,False,Slovakia,0
gelnica.sk,"WEBY GROUP, s.r.o.",4.0,3.0,Let's Encrypt,86,1383588041,1,1,1,0,1,5578,200,Apache,3.32,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Slovakia,0
beltslovakia.sk,"Webglobe, a.s.",4.0,1.0,Let's Encrypt,9,621391772,1,1,1,1,1,51013,200,openresty,3.37,0.33,0.6,0.0,0.0,2,4,0,0,False,14,True,False,Slovakia,0
