Domain,Registrar,Creation_Date,Update_Date,Registration_Period,SSL_Issuer,SSL_TTL,Validity_Length,SAN_Count,IPv4_Num,NumOfIPs,SPF,MX,DKIM,DMARC,AS,HTTP_Status,Server,Entropy,Vowel_Ratio,Consonant_Ratio,Numerical_Ratio,Special_Char_Ratio,Vowel_Sequence,Consonant_Sequence,Numerical_Sequence,Special_Char_Sequence,Is_Unicode,Levenshtein_Distance,Contains_Blacklisted,Last_is_sk,Location,Class
nixonhodinkybratislava.sk,NETIM,4,3,731,ZeroSSL,51,90,2,3301230621,1,0,0,0,0,41564,403,nginx,3.83,0.36,0.6,0.0,0.0,1,2,0,0,0,24,1,0,Finland,1
bambino-kociky.sk,Websupport s.r.o.,4,2,6942,Let's Encrypt,85,89,2,621391434,1,1,1,0,0,51013,404,nginx,3.45,0.35,0.53,0.0,0.06,1,2,0,1,0,16,0,0,Slovakia,0
hotel-san.sk,"Webglobe, a.s.",4,3,8036,Let's Encrypt,41,89,3,1403517191,1,1,1,1,1,24971,200,Apache,3.42,0.25,0.58,0.0,0.08,1,2,0,1,0,11,0,0,Czechia,0
arcteryxsk.sk,Gransy s.r.o.,3,3,365,Google Trust Services,35,90,2,1746235393,7,0,0,0,0,13335,200,cloudflare,3.24,0.23,0.69,0.0,0.0,1,3,0,0,0,12,0,1,Canada,1
alfavet.sk,"INTERNET CZ, a.s.",4,3,2557,Let's Encrypt,28,89,2,1360995606,1,1,1,0,1,24971,200,openresty,3.12,0.3,0.6,0.0,0.0,1,2,0,0,0,9,0,0,Czechia,0
kamenarstvo-kliestik.sk,Websupport s.r.o.,4,3,4748,Let's Encrypt,50,89,2,621391434,1,1,1,0,0,51013,200,nginx,3.62,0.3,0.61,0.0,0.04,2,4,0,1,0,22,0,0,Slovakia,0
reklama.sk,"ELBIA, s. r. o.",4,3,8010,Let's Encrypt,82,89,2,1833606147,1,1,1,0,1,29405,200,RANDOM,2.92,0.3,0.6,0.0,0.0,1,2,0,0,0,9,0,0,Slovakia,0
bede.sk,"Webglobe, a.s.",4,3,5479,Let's Encrypt,40,89,2,3645054480,1,1,1,1,1,5578,200,nginx,2.52,0.29,0.57,0.0,0.0,1,2,0,0,0,6,0,0,Slovakia,0
qietok.sk,Websupport s.r.o.,4,3,5479,Let's Encrypt,65,89,2,621391772,1,1,1,0,0,51013,503,openresty,2.95,0.33,0.56,0.0,0.0,2,2,0,0,0,8,0,0,Slovakia,0
certovica.sk,"ACTIVE 24, s.r.o.",4,3,8036,Google Trust Services,66,90,2,1746042713,1,0,1,0,0,13335,200,cloudflare,3.42,0.33,0.58,0.0,0.0,1,2,0,0,0,11,0,0,Canada,0
belusafoods.sk,"ASCIO TECHNOLOGIES, INC. DANMARK -FILIAL AF ASCIO TECHNOLOGIES, INC.USA",4,2,6209,Let's Encrypt,76,89,2,621391749,1,1,1,0,1,51013,200,openresty,3.32,0.36,0.57,0.0,0.0,2,2,0,0,0,13,0,0,Slovakia,0
bwsoft.sk,"Webglobe, a.s.",4,3,8036,DigiCert Inc,134,374,2,3560513543,1,1,1,1,1,48689,200,nginx,2.95,0.11,0.78,0.0,0.0,1,3,0,0,0,8,0,0,Slovakia,0
vkapusany.sk,"WEBY GROUP, s.r.o.",4,2,7693,Let's Encrypt,82,89,2,1383588041,1,1,1,0,0,5578,200,Apache,3.08,0.33,0.58,0.0,0.0,1,2,0,0,0,11,0,0,Slovakia,0
nvgtnsk.sk,Gransy s.r.o.,4,3,731,Let's Encrypt,88,89,2,2783395876,1,0,0,0,0,48950,200,Apache,2.72,0.0,0.9,0.0,0.0,0,7,0,0,0,9,0,1,Germany,1
dermocentrum.sk,Speedweb s. r. o.,4,3,6218,Let's Encrypt,78,89,2,2499533116,1,1,1,1,1,24940,200,nginx,3.51,0.27,0.67,0.0,0.0,1,3,0,0,0,14,0,0,Germany,0
nemsova.sk,"Netropolis, s.r.o.",4,3,8036,Let's Encrypt,75,89,2,3645053971,1,1,1,0,0,5578,200,Apache,3.12,0.3,0.6,0.0,0.0,1,2,0,0,0,9,0,0,Slovakia,0
znaleczilina.sk,"ACTIVE 24, s.r.o.",4,3,3287,Let's Encrypt,60,89,2,521079357,1,0,1,0,0,25234,200,nginx,3.24,0.33,0.6,0.0,0.0,1,2,0,0,0,14,0,0,Czechia,1
superdrysk.sk,Gransy s.r.o.,4,3,1096,Let's Encrypt,35,89,8,2665349687,1,0,0,0,0,63119,200,Apache,3.03,0.23,0.69,0.0,0.0,1,3,0,0,0,12,0,1,USA,1
barca.sk,Slavomír Kundrát - Faeton,4,4,6574,Let's Encrypt,81,89,2,1383588041,1,1,1,1,0,5578,200,Apache,2.75,0.25,0.62,0.0,0.0,1,2,0,0,0,7,0,0,Slovakia,0
converseslovensko.sk,"WebHouse, s.r.o.",3,3,365,Google Trust Services,37,90,2,1746214913,7,0,0,0,0,13335,403,cloudflare,3.15,0.3,0.65,0.0,0.0,1,3,0,0,0,19,1,0,Canada,1
autoskoladarivcak.sk,Websupport s.r.o.,4,3,8036,Unknown,-1,-1,-1,773614574,1,1,1,0,0,197019,200,Apache,3.48,0.4,0.55,0.0,0.0,2,2,0,0,0,19,0,0,Czechia,0
bajakov.sk,"WebHouse, s.r.o.",4,3,6209,DigiCert Inc,381,394,2,1450111973,1,1,1,0,1,29405,200,Apache,2.92,0.3,0.6,0.0,0.0,1,2,0,0,0,9,0,0,Slovakia,0
fontech.sk,"Webglobe, a.s.",4,2,3287,Google Trust Services,59,90,2,2890123269,2,1,1,0,1,13335,200,cloudflare,3.32,0.2,0.7,0.0,0.0,1,2,0,0,0,9,0,0,Canada,0
hnonline.sk,Websupport s.r.o.,4,3,8026,Google Trust Services,50,90,2,1746220877,2,1,1,0,0,13335,200,cloudflare,3.03,0.27,0.64,0.0,0.0,1,2,0,0,0,10,1,0,Canada,0
lidaybasaryova.sk,"Platon Technologies, s.r.o.",4,3,1826,Let's Encrypt,9,89,4,1442374150,1,1,1,0,0,5578,200,nginx,3.38,0.47,0.47,0.0,0.0,2,2,0,0,0,16,0,0,Slovakia,0
drmartensbratislava.sk,Gransy s.r.o.,3,3,365,Google Trust Services,53,90,2,2890126449,2,0,0,0,0,13335,200,cloudflare,3.57,0.27,0.68,0.0,0.0,1,4,0,0,0,21,1,0,Canada,1
fitkomape.sk,"ELBIA, s. r. o.",4,3,2922,Unknown,-1,-1,-1,1450109216,1,1,1,0,1,29405,200,RANDOM,3.42,0.33,0.58,0.0,0.0,1,2,0,0,0,11,0,0,Slovakia,0
autoskolatymczak.sk,"Webglobe, a.s.",4,1,8035,Let's Encrypt,89,89,2,3283482645,1,1,1,1,1,48689,200,nginx,3.43,0.37,0.58,0.0,0.0,2,3,0,0,0,18,0,0,Slovakia,0
ssj.sk,Štátna ochrana prírody Slovenskej republiky,4,4,8401,DigiCert Inc,14,365,2,1600782241,1,1,1,0,0,15962,200,Apache/2.4.62 (Debian),1.79,0.0,0.83,0.0,0.0,0,3,0,0,0,5,0,0,Slovakia,0
carlton.sk,CyberData s.r.o.,4,4,8036,Let's Encrypt,14,89,2,621391811,1,1,1,0,1,51013,200,openresty,3.32,0.2,0.7,0.0,0.0,1,3,0,0,0,9,0,0,Slovakia,0
veterinarcana.sk,Websupport s.r.o.,4,2,5479,Let's Encrypt,63,89,2,621391795,1,1,1,0,0,51013,200,openresty,3.33,0.38,0.56,0.0,0.0,1,2,0,0,0,15,0,0,Slovakia,0
realitybemi.sk,"Webglobe, a.s.",4,3,7670,Let's Encrypt,73,89,2,3107704933,1,1,1,0,0,43541,200,Apache/2.4.41 (Ubuntu),3.52,0.43,0.5,0.0,0.0,2,2,0,0,0,13,0,0,Czechia,0
beast.sk,Websupport s.r.o.,4,3,5113,Let's Encrypt,37,89,2,621391773,1,1,1,0,0,51013,200,openresty,2.75,0.25,0.62,0.0,0.0,2,2,0,0,0,7,0,0,Slovakia,0
somcarovna.sk,"WebHouse, s.r.o.",4,3,4748,Let's Encrypt,84,89,2,58567726,2,1,1,0,1,16509,200,openresty,3.24,0.31,0.62,0.0,0.0,1,2,0,0,0,12,0,0,Germany,0
bbsk.sk,"Slovak Telekom, a.s.",4,3,6940,Unknown,-1,-1,-1,757112386,1,1,1,0,1,20473,0,Unknown,1.95,0.0,0.86,0.0,0.0,0,4,0,0,0,6,0,1,Germany,0
trend.sk,News and Media Holding a.s.,4,3,8036,Let's Encrypt,63,89,1,2769702733,1,1,1,0,0,14061,200,cloudflare,3.0,0.12,0.75,0.0,0.0,1,2,0,0,0,7,0,0,Germany,0
dartyelektro.sk,"WebHouse, s.r.o.",2,2,365,Google Trust Services,49,90,2,2890108417,2,0,0,0,0,13335,403,cloudflare,3.37,0.33,0.6,0.0,0.0,2,3,0,0,0,14,0,0,Canada,1
b-d.sk,Websupport s.r.o.,4,3,8036,Let's Encrypt,32,89,2,621391805,1,1,1,0,0,51013,200,openresty,2.58,0.0,0.67,0.0,0.17,0,2,0,1,0,5,0,0,Slovakia,0
handmadepoppy.sk,Websupport s.r.o.,4,3,2922,Let's Encrypt,30,89,2,621391772,1,1,1,0,0,51013,200,openresty,3.45,0.31,0.62,0.0,0.0,1,3,0,0,0,15,0,0,Slovakia,0
mail.oncloud.sk,Gransy s.r.o.,4,3,731,Let's Encrypt,68,89,8,3304449540,1,0,0,0,0,58065,200,Apache,3.51,0.33,0.53,0.0,0.0,2,3,0,0,0,14,0,0,Germany,1
kastielbetliar.sk,"Webglobe, a.s.",4,3,7679,DigiCert Inc,369,378,2,3560513608,1,1,1,0,1,48689,200,nginx,3.26,0.35,0.59,0.0,0.0,2,2,0,0,0,16,0,0,Slovakia,0
penziontalisman.sk,iOptics s.r.o.,4,3,3287,Let's Encrypt,42,89,2,3580732753,1,1,1,0,0,29134,200,nginx,3.57,0.33,0.61,0.0,0.0,2,2,0,0,0,17,0,0,Czechia,0
asicstopanky.sk,Gransy s.r.o.,4,4,1096,Unknown,-1,-1,-1,3301192884,1,0,0,0,0,41564,200,Apache,3.32,0.33,0.6,0.0,0.0,1,3,0,0,0,14,1,0,Latvia,1
rychlapozicka.sk,Gransy s.r.o.,4,3,2922,Unknown,-1,-1,-1,772278472,1,0,1,1,1,60592,200,Unknown,3.62,0.31,0.62,0.0,0.0,1,3,0,0,0,15,0,0,Czechia,1
drmax.sk,Safenames Ltd,4,3,6940,Let's Encrypt,81,89,4,1746010165,2,1,1,0,1,13335,403,cloudflare,3.0,0.12,0.75,0.0,0.0,1,3,0,0,0,7,0,0,Canada,0
ppeshop.sk,Gransy s.r.o.,3,3,365,Google Trust Services,61,90,2,1746219009,7,0,0,0,0,13335,403,cloudflare,2.65,0.2,0.7,0.0,0.0,1,2,0,0,0,9,1,0,Canada,1
rajpradla.sk,Gransy s.r.o.,3,3,365,Let's Encrypt,49,89,2,1097671398,1,0,1,0,0,24940,200,nginx/1.20.2,3.02,0.25,0.67,0.0,0.0,1,3,0,0,0,11,0,0,Unknown,1
geoxskshop.sk,Gransy s.r.o.,3,3,365,Google Trust Services,35,90,2,2890107663,2,0,0,0,0,13335,403,cloudflare,3.03,0.23,0.69,0.0,0.0,2,5,0,0,0,12,1,0,Canada,1
finreport.sk,Positive s.r.o.,4,2,3287,Let's Encrypt,35,89,2,1364799542,1,1,1,1,1,29405,200,nginx,3.42,0.25,0.67,0.0,0.0,1,2,0,0,0,11,0,0,Slovakia,0
bartkov.sk,"Webglobe, a.s.",4,3,5886,Let's Encrypt,24,89,2,3645054504,1,1,1,1,1,5578,200,nginx,3.12,0.2,0.7,0.0,0.0,1,3,0,0,0,9,0,0,Slovakia,0
hotelmagnus.sk,Websupport s.r.o.,4,1,6938,Let's Encrypt,20,89,2,621391795,1,1,1,0,0,51013,200,openresty,3.66,0.29,0.64,0.0,0.0,1,2,0,0,0,13,0,0,Slovakia,0
vejask.sk,Gransy s.r.o.,4,1,1461,Let's Encrypt,37,89,2,3304430040,1,0,0,0,0,41564,200,Apache,2.73,0.22,0.67,0.0,0.0,1,2,0,0,0,8,0,1,Slovakia,1
crocsskstore.sk,Gransy s.r.o.,4,3,1461,Let's Encrypt,45,89,2,3304430047,1,0,0,0,0,41564,200,Apache,2.84,0.2,0.73,0.0,0.0,1,6,0,0,0,14,1,0,Slovakia,1
raybanslovensko.sk,Gransy s.r.o.,4,3,1096,Let's Encrypt,51,89,8,2783380575,1,0,0,0,0,57858,200,Apache,3.46,0.33,0.61,0.0,0.0,2,3,0,0,0,17,1,0,Seychelles,1
bms-trans.sk,Websupport s.r.o.,4,3,4383,Let's Encrypt,56,89,1,621391803,1,1,1,0,0,51013,200,openresty,3.19,0.08,0.75,0.0,0.08,1,3,0,1,0,11,0,0,Slovakia,0
povazska-bystrica.sk,"WEBY GROUP, s.r.o.",4,3,8036,Let's Encrypt,81,89,2,1383588041,1,1,1,0,1,5578,200,Apache,3.75,0.3,0.6,0.0,0.05,1,3,0,1,0,19,0,0,Slovakia,0
topanky-topanky.sk,"ACTIVE 24, s.r.o.",4,3,5844,Let's Encrypt,78,89,1,3112465320,1,1,1,0,1,57081,404,nginx,3.24,0.33,0.56,0.0,0.06,1,2,0,1,0,17,1,0,Czechia,1
bmont.sk,"WebHouse, s.r.o.",4,3,1826,Let's Encrypt,74,89,2,3118874475,3,0,1,0,0,58182,200,Pepyaka,3.0,0.12,0.75,0.0,0.0,1,2,0,0,0,7,0,0,USA,0
onio-sk.sk,Gransy s.r.o.,4,3,6212,Unknown,-1,-1,-1,3107120582,1,1,1,0,0,24641,0,Unknown,2.72,0.3,0.5,0.0,0.1,2,2,0,1,0,9,0,1,Czechia,1
eccoshoes.sk,"WebHouse, s.r.o.",3,3,365,Google Trust Services,86,90,2,1746208962,2,0,0,0,0,13335,403,cloudflare,2.69,0.33,0.58,0.0,0.0,2,2,0,0,0,11,1,0,Canada,1
hunter-sk.sk,Gransy s.r.o.,4,3,1096,Let's Encrypt,38,89,2,3304094111,1,0,0,0,0,41564,200,Apache,3.25,0.17,0.67,0.0,0.08,1,2,0,1,0,11,0,1,Germany,1
tvservis-za.sk,"INTERNET CZ, a.s.",4,3,6574,Unknown,-1,-1,-1,1359135556,1,0,1,0,0,24806,200,Apache,3.32,0.21,0.64,0.0,0.07,1,3,0,1,0,13,0,0,Czechia,0
balazik.sk,Peter Korpáš - Binary.sk,4,1,4748,DigiCert Inc,89,364,2,1833606426,1,1,1,1,0,29405,200,nginx,2.92,0.3,0.6,0.0,0.0,1,2,0,0,0,9,0,0,Slovakia,0
bakpartners.sk,"WebHouse, s.r.o.",4,3,4018,Let's Encrypt,70,89,6,1450111972,1,1,1,0,0,29405,200,Apache,3.24,0.21,0.71,0.0,0.0,1,3,0,0,0,13,0,0,Slovakia,0
kabelkypenazenky.sk,Gransy s.r.o.,4,3,3287,Let's Encrypt,52,89,2,3115275594,1,1,1,0,0,44984,200,Apache,3.26,0.37,0.58,0.0,0.0,1,2,0,0,0,18,0,0,Czechia,1
stuba.sk,"SWAN, a. s.",4,3,8036,GEANT Vereniging,231,365,2,2477719868,1,1,1,0,1,2607,200,Apache,2.75,0.25,0.62,0.0,0.0,1,2,0,0,0,7,0,0,Slovakia,0
luciagrullova.com,GRANSY S.R.O D/B/A SUBREG.CZ,4,2,1096,ZeroSSL,55,90,2,3115908618,2,1,1,0,0,198627,200,nginx,3.34,0.41,0.53,0.0,0.0,2,2,0,0,0,16,0,0,Czechia,0
kvhk.sk,Websupport s.r.o.,4,1,6552,Let's Encrypt,82,89,2,621391804,1,1,1,0,0,51013,200,openresty,2.13,0.0,0.86,0.0,0.0,0,4,0,0,0,6,0,0,Slovakia,0
prirodauzdravuje.sk,"ACTIVE 24, s.r.o.",4,3,4383,Let's Encrypt,81,89,2,1359007336,1,1,1,0,1,15685,200,nginx,3.68,0.37,0.58,0.0,0.0,2,3,0,0,0,18,0,0,Czechia,0
mikulasskachata.sk,"Webglobe, a.s.",4,1,8384,Let's Encrypt,31,89,1,2649116350,1,1,1,1,1,14061,400,nginx,3.2,0.33,0.61,0.0,0.0,1,3,0,0,0,17,0,0,Germany,0
centralshopping.sk,Websupport s.r.o.,4,3,2557,Let's Encrypt,62,89,2,621391804,1,1,1,0,0,51013,200,openresty,3.84,0.22,0.72,0.0,0.0,1,3,0,0,0,17,1,0,Slovakia,0
skivitanova.sk,"DSI DATA, a. s.",4,3,6575,Let's Encrypt,64,89,2,621391773,1,1,1,0,1,51013,200,openresty,3.09,0.36,0.57,0.0,0.0,1,2,0,0,0,13,0,0,Slovakia,0
calvinklein.sk,MarkMonitor International Limited,4,3,8432,Unknown,-1,-1,-1,52529952,1,0,0,0,0,16509,0,Unknown,3.24,0.29,0.64,0.0,0.0,2,3,0,0,0,13,0,0,Canada,0
hotelmajolika.sk,SOLTEC s.r.o.,4,3,6920,Let's Encrypt,51,89,1,786817129,1,1,1,0,1,29405,200,Apache/2.4.6 (CentOS) OpenSSL/1.0.2k-fips mod_fcgid/2.3.9 PHP/5.6.40,3.5,0.38,0.56,0.0,0.0,1,2,0,0,0,15,0,0,Slovakia,0
101drogerie.sk,Websupport s.r.o.,4,3,8036,Let's Encrypt,84,89,3,621391795,1,1,1,0,1,51013,200,openresty,3.38,0.29,0.43,0.21,0.0,2,2,3,0,0,13,0,0,Slovakia,0
bmwzvolen.sk,"OK media, s.r.o.",4,3,5479,Let's Encrypt,20,89,2,1541358858,1,1,1,0,1,41591,200,LiteSpeed,3.58,0.17,0.75,0.0,0.0,1,5,0,0,0,11,0,0,Slovakia,0
pumaeshop.sk,"WEDOS Internet, a.s.",3,3,365,Google Trust Services,61,90,2,1746223105,7,0,0,0,0,13335,520,cloudflare,3.25,0.33,0.58,0.0,0.0,2,2,0,0,0,11,1,0,Canada,1
astrumlaus.sk,Websupport s.r.o.,4,3,6575,Let's Encrypt,17,89,2,621391771,1,1,1,0,0,51013,200,openresty,3.03,0.31,0.62,0.0,0.0,2,3,0,0,0,12,0,0,Slovakia,0
bazsopavel.sk,EXO TECHNOLOGIES spol. s r.o.,4,3,6220,Unknown,-1,-1,-1,1559297503,1,1,1,0,0,29405,200,Unknown,3.39,0.31,0.62,0.0,0.0,1,2,0,0,0,12,0,0,Slovakia,0
hotelzemplin.sk,INVER spol. s r.o.,4,3,6575,Let's Encrypt,64,89,2,1091927063,1,1,1,0,0,24940,200,Apache,3.64,0.27,0.67,0.0,0.0,1,3,0,0,0,14,0,0,Finland,0
beneva.sk,"ACTIVE 24, s.r.o.",4,3,7702,Let's Encrypt,30,89,2,55122796,2,1,1,0,0,16509,200,openresty,2.95,0.33,0.56,0.0,0.0,1,2,0,0,0,8,0,0,Germany,0
mustobunda.sk,Key-Systems GmbH,4,2,1096,ZeroSSL,80,90,2,3304567963,1,0,0,0,0,41564,403,Apache/2,3.39,0.31,0.62,0.0,0.0,1,2,0,0,0,12,1,0,Poland,1
qualit.sk,Websupport s.r.o.,4,4,4018,Let's Encrypt,63,89,3,1507711765,1,1,1,0,0,197019,200,nginx,3.17,0.33,0.56,0.0,0.0,2,2,0,0,0,8,0,0,Czechia,0
lasportivaobuv.sk,"WebHouse, s.r.o.",3,3,365,Google Trust Services,86,90,2,1746214913,7,0,0,0,0,13335,403,cloudflare,3.62,0.35,0.59,0.0,0.0,2,2,0,0,0,16,1,0,Canada,1
vavakademy.sk,Websupport s.r.o.,4,1,5479,Let's Encrypt,16,89,2,621391804,1,1,1,0,0,51013,200,openresty,3.03,0.38,0.54,0.0,0.0,1,2,0,0,0,12,0,0,Slovakia,0
kosickanovaves.sk,"WebHouse, s.r.o.",4,3,5862,Let's Encrypt,63,89,4,773614577,1,1,1,0,0,197019,200,Apache,3.18,0.35,0.59,0.0,0.0,1,2,0,0,0,16,0,0,Czechia,0
startitup.sk,"Webglobe, a.s.",4,2,4383,Google Trust Services,34,90,2,1746537589,3,1,1,1,1,13335,200,cloudflare,3.02,0.25,0.67,0.0,0.0,1,2,0,0,0,11,0,0,Canada,0
kosicehotel.sk,bart.sk s.r.o.,4,3,5114,DigiCert Inc,41,393,2,1364799887,1,1,1,0,0,29405,200,Apache/2.4.62 (AlmaLinux) OpenSSL/3.2.2,3.24,0.36,0.57,0.0,0.0,1,2,0,0,0,13,0,0,Slovakia,0
tisovec.com,"TUCOWS, INC.",4,3,7305,Let's Encrypt,54,89,2,1482057227,1,1,1,0,0,39392,200,Microsoft-IIS/8.5,3.1,0.36,0.55,0.0,0.0,1,1,0,0,0,10,0,0,Czechia,0
zoo-vet.sk,"WebHouse, s.r.o.",4,3,5858,DigiCert Inc,75,381,2,786818603,1,1,1,0,1,29405,200,Apache,3.12,0.3,0.5,0.0,0.1,2,2,0,1,0,9,0,0,Slovakia,0
bkf.sk,Websupport s.r.o.,4,1,8401,Let's Encrypt,22,89,2,621391803,1,1,1,0,0,51013,200,openresty,2.25,0.0,0.83,0.0,0.0,0,3,0,0,0,5,0,0,Slovakia,0
lacnaobuv.sk,Gransy s.r.o.,4,3,5862,DigiCert Inc,71,364,1,1086210014,1,1,1,1,1,47846,403,Unknown,3.42,0.33,0.58,0.0,0.0,2,2,0,0,0,11,1,0,Germany,1
bbreality.sk,Websupport s.r.o.,4,2,7305,Let's Encrypt,64,89,2,621391771,1,1,1,0,0,51013,200,openresty,3.42,0.33,0.58,0.0,0.0,2,3,0,0,0,11,0,0,Slovakia,0
converseeshopsk.sk,Gransy s.r.o.,4,2,1096,Let's Encrypt,40,89,2,3304529156,1,0,0,0,0,41564,200,Apache,3.24,0.28,0.67,0.0,0.0,2,3,0,0,0,17,1,1,USA,1
eleganceshop.sk,"WebCreators, s. r. o.",4,3,731,Let's Encrypt,57,89,2,3248704796,1,1,1,1,1,29405,200,nginx,3.46,0.33,0.6,0.0,0.0,1,2,0,0,0,14,1,0,Slovakia,1
swarovskisk.sk,Gransy s.r.o.,4,3,1096,Let's Encrypt,45,89,8,2665349680,1,0,0,0,0,63119,200,Apache,2.9,0.21,0.71,0.0,0.0,1,3,0,0,0,13,0,1,USA,1
skitelgart.sk,Websupport s.r.o.,4,2,6940,Let's Encrypt,28,89,2,621391803,1,1,1,0,0,51013,200,openresty,3.24,0.23,0.69,0.0,0.0,1,2,0,0,0,12,0,0,Slovakia,0
engelbertstraussslovensko.sk,Gransy s.r.o.,3,3,365,Google Trust Services,59,90,2,2890121493,2,0,0,0,0,13335,200,cloudflare,3.54,0.29,0.68,0.0,0.0,2,5,0,0,0,27,1,0,Canada,1
bastard.sk,"Webglobe, s.r.o.",4,3,5171,Let's Encrypt,84,89,2,3107705628,1,1,1,1,1,43541,200,nginx,2.92,0.2,0.7,0.0,0.0,1,2,0,0,0,9,0,0,Czechia,0
bergasslovakia.sk,EuroNET Slovakia s.r.o.,4,1,4021,Let's Encrypt,48,89,2,3587669101,1,1,1,0,1,5578,200,Apache/2.4.63 (FreeBSD) OpenSSL/1.1.1w-freebsd mpm-itk/2.4.7-04 PHP/7.4.32,3.41,0.35,0.59,0.0,0.0,2,3,0,0,0,16,1,0,Slovakia,0
abathingape.sk,Gransy s.r.o.,4,3,1096,Let's Encrypt,51,89,8,3304537261,1,0,0,0,0,41564,200,Apache,3.47,0.36,0.57,0.0,0.0,1,2,0,0,0,13,0,0,Canada,1
polenesk.sk,Gransy s.r.o.,3,3,365,Google Trust Services,56,90,2,1746210817,7,0,0,0,0,13335,200,cloudflare,2.91,0.27,0.64,0.0,0.0,1,2,0,0,0,10,0,1,Canada,1
caterpillar-slovensko.sk,Gransy s.r.o.,4,3,1096,Let's Encrypt,81,89,2,2783425569,1,0,0,0,0,58065,200,Apache,3.77,0.29,0.62,0.0,0.04,1,3,0,1,0,23,1,0,Estonia,1
bbmatiu.sk,"WebCreators, s. r. o.",4,1,6948,Let's Encrypt,64,89,2,3248704933,1,1,1,0,1,29405,200,nginx,3.12,0.3,0.6,0.0,0.0,2,3,0,0,0,9,0,0,Slovakia,0
tamarislovenskos.sk,Unknown,-1,-1,-1,Let's Encrypt,12,89,8,3304430027,1,0,0,0,0,41564,200,Apache,3.51,0.32,0.63,0.0,0.0,1,3,0,0,0,18,1,0,Slovakia,1
baramont.sk,"Webglobe, a.s.",4,4,4013,Let's Encrypt,80,89,2,772035755,1,1,1,0,1,24940,200,Apache/2,3.28,0.27,0.64,0.0,0.0,1,2,0,0,0,10,0,0,Germany,0
brainmarket.sk,"WEDOS Internet, a.s.",4,3,2557,ZeroSSL,82,90,2,3108035365,1,1,1,0,1,43541,200,nginx,3.38,0.29,0.64,0.0,0.0,2,2,0,0,0,13,0,0,Czechia,0
stupava.sk,Positive s.r.o.,4,3,8401,Let's Encrypt,54,89,2,1482057227,1,1,1,1,1,39392,200,Microsoft-IIS/8.5,2.92,0.3,0.6,0.0,0.0,1,2,0,0,0,9,0,0,Czechia,0
hydroflask.sk,Gransy s.r.o.,3,3,365,Let's Encrypt,89,89,8,2665349680,1,0,0,0,0,63119,200,Apache,3.39,0.23,0.69,0.0,0.0,1,2,0,0,0,12,0,1,USA,1
supratopanky.sk,Gransy s.r.o.,3,3,365,Google Trust Services,83,90,2,1746218726,2,0,0,0,0,13335,403,cloudflare,3.37,0.33,0.6,0.0,0.0,1,2,0,0,0,14,1,0,Canada,1
horizontresort.sk,Websupport s.r.o.,4,1,3653,Let's Encrypt,62,89,2,621391811,1,1,1,0,1,51013,200,openresty,3.29,0.29,0.65,0.0,0.0,1,3,0,0,0,16,0,0,Slovakia,0
bemedi.sk,Gransy s.r.o.,2,2,365,Google Trust Services,81,90,2,1746210817,7,0,0,0,0,13335,404,cloudflare,2.95,0.33,0.56,0.0,0.0,1,2,0,0,0,8,0,0,Canada,0
bbraun-avitum.sk,"Webglobe, s.r.o.",4,3,7327,Unknown,-1,-1,-1,1047369552,1,0,1,0,0,29134,200,Unknown,3.62,0.31,0.56,0.0,0.06,2,3,0,1,0,15,0,0,Czechia,0
hotelacko.sk,"WebHouse, s.r.o.",4,3,8028,Let's Encrypt,48,89,2,3248704778,1,1,1,1,1,29405,403,LiteSpeed,3.25,0.33,0.58,0.0,0.0,1,2,0,0,0,11,0,0,Slovakia,0
belmar.sk,Websupport s.r.o.,4,3,7305,Unknown,-1,-1,-1,772035755,1,1,1,1,1,24940,200,Apache/2,3.17,0.22,0.67,0.0,0.0,1,2,0,0,0,8,0,0,Germany,0
bentel-ke.sk,"WebHouse, s.r.o.",4,3,6209,Let's Encrypt,60,89,2,621391771,1,1,1,0,0,51013,200,openresty,3.02,0.25,0.58,0.0,0.08,1,2,0,1,0,11,0,0,Slovakia,0
trencin.sk,EuroNET Slovakia s.r.o.,4,3,8401,Let's Encrypt,67,89,3,522144271,1,1,1,0,1,197019,200,Apache,3.12,0.2,0.7,0.0,0.0,1,2,0,0,0,9,0,0,Czechia,0
skechersslovakia.sk,Websupport s.r.o.,4,3,4018,Unknown,-1,-1,-1,621391627,1,1,1,0,0,51013,200,openresty,3.37,0.32,0.63,0.0,0.0,2,4,0,0,0,18,1,0,Slovakia,1
cariumask.sk,Gransy s.r.o.,3,3,365,Let's Encrypt,33,89,8,2783395902,1,0,0,0,0,48950,200,Apache,3.08,0.33,0.58,0.0,0.0,2,2,0,0,0,11,0,1,Germany,1
kremaciazvierat.sk,"ACTIVE 24, s.r.o.",4,2,4748,Let's Encrypt,86,89,2,55049693,2,0,1,0,0,16509,200,openresty,3.46,0.39,0.56,0.0,0.0,2,2,0,0,0,17,0,0,Germany,0
kupelecks.sk,Websupport s.r.o.,4,3,3287,Let's Encrypt,31,89,1,778388889,2,1,1,0,0,14061,400,nginx,2.86,0.25,0.67,0.0,0.0,1,3,0,0,0,11,1,0,Germany,0
hotelnitra.sk,"Webglobe, a.s.",4,3,6588,Let's Encrypt,41,89,2,3645054498,1,1,1,1,1,5578,200,nginx,3.55,0.31,0.62,0.0,0.0,1,2,0,0,0,12,0,0,Slovakia,0
